difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5875,0.8312,0.6812,0.45,0.4,0.3,0.8312,0.6812,0.95,0.4,0.95,0.4,1.0,0.6,0.75,0.9,0.9,0.95,0.7,0.65,0.6,0.8,0.65,0.6,0.75,0.9,0.9,0.95,0.7,0.65,0.6,0.8,0.65
hard,0.6972,0.9438,0.8656,0.7156,0.35,0.175,0.9438,0.8656,0.525,0.35,0.525,0.35,1.0,0.825,0.95,0.925,1.0,0.975,0.85,0.85,0.925,0.8125,0.9,0.825,0.95,0.925,1.0,0.975,0.85,0.85,0.925,0.8125,0.9
medium,0.4797,0.5875,0.4656,0.4156,0.4,0.1,0.5875,0.4656,0.4,0.4,0.4,0.4,1.0,0.35,0.55,0.675,0.625,0.65,0.425,0.475,0.45,0.5625,0.325,0.35,0.55,0.675,0.625,0.65,0.425,0.475,0.45,0.5625,0.325
