difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4338,0.4562,0.5938,0.2375,0.6,0.4,0.4562,0.5938,0.4,0.6,0.4,0.6,1.0,0.25,0.3,0.55,0.55,0.6,0.45,0.6,0.6,0.65,0.6,0.25,0.3,0.55,0.55,0.6,0.45,0.6,0.6,0.65,0.6
hard,0.5119,0.5531,0.6562,0.5312,0.4375,0.15,0.5531,0.6562,0.35,0.4375,0.35,0.4375,1.0,0.5,0.5,0.55,0.6,0.625,0.625,0.65,0.65,0.675,0.675,0.5,0.5,0.55,0.6,0.625,0.625,0.65,0.65,0.675,0.675
medium,0.3284,0.2375,0.4344,0.3531,0.425,0.1,0.2375,0.4344,0.3625,0.425,0.3625,0.425,1.0,0.2,0.25,0.225,0.225,0.3,0.3,0.425,0.45,0.475,0.475,0.2,0.25,0.225,0.225,0.3,0.3,0.425,0.45,0.475,0.475
