difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.6325,0.6812,0.7917,0.3889,0.85,0.4444,0.6812,0.7917,0.6667,0.9444,0.6667,0.9444,0.9,0.6,0.7,0.7,0.7,0.65,0.7222,0.7778,0.7778,0.8333,0.8333,0.6,0.7,0.7,0.7,0.65,0.7222,0.7778,0.7778,0.8333,0.8333
hard,0.5731,0.6688,0.8421,0.6776,0.375,0.2105,0.6688,0.8421,0.3684,0.3947,0.3684,0.3947,0.95,0.675,0.65,0.675,0.7,0.625,0.8158,0.8421,0.8421,0.8684,0.8158,0.675,0.65,0.675,0.7,0.625,0.8158,0.8421,0.8421,0.8684,0.8158
medium,0.4459,0.4,0.625,0.5439,0.45,0.1081,0.4,0.625,0.3514,0.4865,0.3514,0.4865,0.925,0.325,0.4,0.45,0.375,0.425,0.5405,0.6216,0.6216,0.6757,0.6216,0.325,0.4,0.45,0.375,0.425,0.5405,0.6216,0.6216,0.6757,0.6216
