chain,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
iteration_duplicate -> extension_append_boundary_side_first,0.6313,0.5,0.9375,0.9375,0.5,0.0,0.5,0.9375,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
iteration_duplicate -> extension_append_boundary_side_last,0.9,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration_duplicate -> partitioning_by_offset_offset_0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration_duplicate -> partitioning_by_offset_offset_1,0.7,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration_duplicate -> permutation_reverse,0.3125,0.2,0.9583,0.9583,0.2,0.0,0.2,0.9583,0.3333,0.3333,0.3333,0.3333,0.6,0.2,0.2,0.2,0.2,0.2,0.6667,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.6667,1.0,1.0,1.0,1.0
iteration_duplicate -> reindexing_rotate_k_-1,0.5667,0.6667,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,0.3333,0.6667,0.3333,1.0,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
iteration_duplicate -> reindexing_rotate_k_1,0.3975,0.6,0.6562,0.4062,0.2,0.25,0.6,0.6562,0.5,0.25,0.5,0.25,0.8,0.6,0.6,0.6,0.6,0.6,0.75,0.5,0.75,0.75,0.5,0.6,0.6,0.6,0.6,0.6,0.75,0.5,0.75,0.75,0.5
partitioning_by_offset_offset_0,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
partitioning_by_offset_offset_0 -> extension_append_boundary_side_last,0.4375,0.375,0.625,0.625,0.3333,0.0,0.375,0.625,0.3333,0.3333,0.3333,0.3333,1.0,0.3333,0.3333,0.6667,0.3333,0.0,0.6667,0.6667,0.6667,0.6667,0.3333,0.3333,0.3333,0.6667,0.3333,0.0,0.6667,0.6667,0.6667,0.6667,0.3333
partitioning_by_offset_offset_0 -> iteration_duplicate,0.5844,0.5,0.7812,0.7812,0.5,0.0,0.5,0.7812,0.25,0.5,0.25,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.75,0.75,0.75
partitioning_by_offset_offset_0 -> permutation_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning_by_offset_offset_1 -> extension_append_boundary_side_first,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning_by_offset_offset_1 -> iteration_duplicate,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
partitioning_by_offset_offset_1 -> permutation_reverse,0.4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
partitioning_by_offset_offset_1 -> reindexing_rotate_k_-1,0.4833,0.4583,0.9167,0.6667,0.3333,0.3333,0.4583,0.9167,0.0,0.3333,0.0,0.3333,1.0,0.6667,0.0,0.6667,0.6667,0.3333,1.0,0.6667,1.0,1.0,1.0,0.6667,0.0,0.6667,0.6667,0.3333,1.0,0.6667,1.0,1.0,1.0
partitioning_by_offset_offset_1 -> reindexing_rotate_k_1,0.5875,0.8125,0.375,0.375,0.5,0.0,0.8125,0.375,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0
permutation_reverse,0.75,0.9375,0.7188,0.25,1.0,0.5,0.9375,0.7188,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.75,0.75,0.5,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.75,0.75
permutation_reverse -> extension_append_boundary_side_last,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
permutation_reverse -> iteration_duplicate,0.15,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
permutation_reverse -> partitioning_by_offset_offset_0,0.4,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
permutation_reverse -> partitioning_by_offset_offset_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
permutation_reverse -> reindexing_rotate_k_-1,0.25,0.375,0.5,0.5,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.5,0.5,0.5,0.6667,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.5,0.5,0.5
reindexing_rotate_k_-1,0.6333,0.3333,0.6667,0.6667,1.0,0.0,0.3333,0.6667,0.0,1.0,0.0,1.0,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667
reindexing_rotate_k_-1 -> iteration_duplicate,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
reindexing_rotate_k_-1 -> partitioning_by_offset_offset_0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reindexing_rotate_k_-1 -> partitioning_by_offset_offset_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_rotate_k_-1 -> permutation_reverse,0.4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reindexing_rotate_k_1,0.6625,0.7188,0.75,0.5,0.75,0.25,0.7188,0.75,0.25,0.75,0.25,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75
reindexing_rotate_k_1 -> extension_append_boundary_side_last,0.7,0.625,1.0,1.0,0.5,0.0,0.625,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
reindexing_rotate_k_1 -> iteration_duplicate,0.0,0.0,,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
reindexing_rotate_k_1 -> partitioning_by_offset_offset_0,0.275,0.3125,0.5,0.0,0.5,0.5,0.3125,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
reindexing_rotate_k_1 -> partitioning_by_offset_offset_1,0.375,0.9375,0.3125,0.0,0.0,0.5,0.9375,0.3125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0
reindexing_rotate_k_1 -> permutation_reverse,0.7969,0.75,0.9062,0.9062,0.75,0.0,0.75,0.9062,0.0,0.75,0.0,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,1.0,1.0
