difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.6806,0.7688,0.8062,0.4438,0.8,0.4,0.7688,0.8062,0.75,0.8,0.75,0.8,1.0,0.7,0.75,0.75,0.8,0.85,0.7,0.8,0.75,0.9,0.85,0.7,0.75,0.75,0.8,0.85,0.7,0.8,0.75,0.9,0.85
hard,0.7787,0.9719,1.0,0.825,0.475,0.175,0.9719,1.0,0.525,0.475,0.525,0.475,1.0,0.875,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0
medium,0.5922,0.6062,0.7094,0.6156,0.55,0.125,0.6062,0.7094,0.4,0.55,0.4,0.55,1.0,0.45,0.55,0.55,0.725,0.75,0.55,0.7,0.725,0.75,0.775,0.45,0.55,0.55,0.725,0.75,0.55,0.7,0.725,0.75,0.775
