difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.1031,0.1688,0.1312,0.0188,0.1,0.25,0.1688,0.1312,0.25,0.1,0.25,0.1,1.0,0.2,0.2,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.2,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.2
hard,0.1447,0.2,0.1969,0.1406,0.075,0.15,0.2,0.1969,0.1,0.075,0.1,0.075,1.0,0.125,0.25,0.225,0.175,0.175,0.2,0.15,0.2,0.225,0.225,0.125,0.25,0.225,0.175,0.175,0.2,0.15,0.2,0.225,0.225
medium,0.1084,0.1469,0.1156,0.0906,0.075,0.05,0.1469,0.1156,0.05,0.075,0.05,0.075,1.0,0.125,0.1,0.125,0.2,0.2,0.05,0.15,0.1,0.125,0.125,0.125,0.1,0.125,0.2,0.2,0.05,0.15,0.1,0.125,0.125
