difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.6338,0.6938,0.7875,0.4375,0.75,0.4,0.6938,0.7875,0.65,0.75,0.65,0.75,1.0,0.6,0.7,0.75,0.7,0.65,0.75,0.8,0.75,0.8,0.85,0.6,0.7,0.75,0.7,0.65,0.75,0.8,0.75,0.8,0.85
hard,0.6084,0.7688,0.8109,0.6442,0.375,0.1795,0.7688,0.8109,0.4615,0.3846,0.4615,0.3846,0.975,0.65,0.825,0.7,0.825,0.8,0.7949,0.8205,0.8462,0.7949,0.7692,0.65,0.825,0.7,0.825,0.8,0.7949,0.8205,0.8462,0.7949,0.7692
medium,0.3994,0.3562,0.4696,0.4122,0.475,0.1081,0.3562,0.4696,0.3243,0.5135,0.3243,0.5135,0.925,0.275,0.225,0.375,0.475,0.425,0.4324,0.6486,0.3784,0.4054,0.4595,0.275,0.225,0.375,0.475,0.425,0.4324,0.6486,0.3784,0.4054,0.4595
