difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.0375,0.0938,0.875,0.0,0.0,1.0,0.0875,0.875,0.0,0.0,0.1641,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.05,0.1,0.1,0.1,0.1,0.0,1.0,1.0,1.0,1.0
hard,0.0194,0.0333,0.3389,0.163,0.0,0.2,0.025,0.3,0.2,0.0,0.302,0.0,0.125,0.025,0.025,0.025,0.025,0.025,0.0,0.2,0.4,0.4,0.4,0.0333,0.0333,0.0333,0.0333,0.0333,0.0241,0.2437,0.44,0.44,0.44
medium,0.0503,0.075,0.8024,0.4271,0.025,0.5,0.0719,0.7812,0.0,0.0,0.0,0.25,0.1,0.05,0.075,0.075,0.075,0.075,0.25,0.5,1.0,1.0,1.0,0.075,0.075,0.075,0.075,0.075,0.419,0.5,1.0,1.0,1.0
