difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5526,0.8862,0.8738,0.2945,0.3659,0.7,0.8625,0.8438,0.3,0.0,0.521,0.3659,1.0,0.25,0.95,0.95,0.95,0.95,0.15,0.85,0.95,1.0,1.0,0.3519,0.9625,0.9625,0.9625,0.9625,0.3701,0.86,0.95,1.0,1.0
hard,0.4139,0.6795,0.6285,0.3045,0.1692,0.5,0.65,0.6094,0.4,0.025,0.6037,0.1692,1.0,0.2,0.65,0.725,0.75,0.75,0.05,0.525,0.75,0.75,0.775,0.2912,0.6782,0.7467,0.7649,0.7649,0.1094,0.554,0.7559,0.7562,0.7862
medium,0.5301,0.8885,0.7813,0.3466,0.2357,0.575,0.8719,0.7562,0.3,0.025,0.5188,0.2357,1.0,0.25,0.925,0.975,0.975,0.975,0.125,0.8,0.85,0.875,0.875,0.383,0.925,0.975,0.975,0.975,0.1841,0.8433,0.8593,0.8883,0.8843
