difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4062,0.4438,0.5125,0.3125,0.45,0.2,0.4438,0.5125,0.4,0.45,0.4,0.45,1.0,0.4,0.55,0.4,0.4,0.45,0.45,0.5,0.5,0.55,0.55,0.4,0.55,0.4,0.4,0.45,0.45,0.5,0.5,0.55,0.55
hard,0.3643,0.4302,0.499,0.4906,0.15,0.025,0.4302,0.4771,0.125,0.15,0.125,0.15,1.0,0.2583,0.4083,0.4333,0.5083,0.4833,0.3583,0.4583,0.5083,0.5083,0.5083,0.2583,0.4083,0.4333,0.5083,0.4833,0.3583,0.4833,0.5333,0.5333,0.5333
medium,0.2344,0.3234,0.2844,0.2,0.15,0.1,0.3234,0.2844,0.2,0.15,0.2,0.15,1.0,0.2625,0.2875,0.3,0.4,0.35,0.25,0.225,0.3,0.275,0.425,0.2625,0.2875,0.3,0.4,0.35,0.25,0.225,0.3,0.275,0.425
