difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5212,0.5625,0.5375,0.3375,0.65,0.2,0.5625,0.5062,0.6,0.6,0.65,0.65,1.0,0.35,0.55,0.575,0.625,0.65,0.45,0.425,0.5,0.55,0.65,0.35,0.55,0.575,0.625,0.65,0.45,0.475,0.5,0.6,0.7
hard,0.4582,0.5417,0.724,0.6802,0.125,0.05,0.4979,0.7146,0.0875,0.125,0.0875,0.125,1.0,0.425,0.45,0.5,0.55,0.5583,0.55,0.675,0.7833,0.7333,0.7833,0.45,0.5,0.55,0.6,0.5833,0.575,0.7,0.7833,0.7333,0.7833
medium,0.5281,0.5562,0.5812,0.4438,0.575,0.15,0.5562,0.5719,0.425,0.575,0.425,0.575,1.0,0.35,0.5,0.6,0.6,0.7,0.45,0.525,0.6,0.6,0.675,0.35,0.5,0.6,0.6,0.7,0.45,0.55,0.6125,0.6,0.675
