difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.1344,0.1812,0.3542,0.1875,0.15,0.1667,0.1812,0.3542,0.3333,0.5,0.3333,0.5,0.3,0.15,0.15,0.2,0.2,0.2,0.3333,0.3333,0.3333,0.3333,0.5,0.15,0.15,0.2,0.2,0.2,0.3333,0.3333,0.3333,0.3333,0.5
hard,0.0162,0.0219,0.25,0.25,0.0,0.0,0.0219,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.025,0.025,0.025,0.025,0.25,0.25,0.25,0.25,0.25,0.0,0.025,0.025,0.025,0.025,0.25,0.25,0.25,0.25,0.25
medium,0.0797,0.1031,0.3125,0.3125,0.05,0.0,0.1031,0.3125,0.3,0.2,0.3,0.2,0.25,0.05,0.1,0.1,0.125,0.125,0.1,0.3,0.3,0.4,0.4,0.05,0.1,0.1,0.125,0.125,0.1,0.3,0.3,0.4,0.4
