difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5006,0.825,0.8188,0.5688,0.0,0.3,0.825,0.8,0.45,0.0,0.45,0.0,1.0,0.1,0.75,1.0,1.0,1.0,0.15,0.85,0.85,0.95,0.95,0.1,0.75,1.0,1.0,1.0,0.2,0.85,0.9,0.95,0.95
hard,0.3991,0.6625,0.5281,0.4469,0.0,0.2,0.6625,0.5281,0.425,0.0,0.425,0.0,1.0,0.125,0.55,0.8,0.825,0.825,0.15,0.4,0.575,0.7,0.725,0.125,0.55,0.8,0.825,0.825,0.15,0.4,0.575,0.7,0.725
medium,0.5106,0.8406,0.7156,0.5562,0.025,0.3,0.8344,0.7094,0.375,0.025,0.375,0.025,1.0,0.275,0.775,0.95,0.975,1.0,0.125,0.6,0.8,0.9,0.95,0.275,0.775,0.95,1.0,1.0,0.125,0.625,0.8,0.9,0.95
