difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.37,0.8875,0.7812,0.05,0.0,0.95,0.8875,0.7812,0.65,0.0,0.65,0.0,1.0,0.3,0.9,1.0,1.0,1.0,0.05,0.75,0.85,1.0,1.0,0.3,0.9,1.0,1.0,1.0,0.05,0.75,0.85,1.0,1.0
hard,0.3284,0.725,0.5781,0.1281,0.0,0.825,0.725,0.5781,0.75,0.0,0.75,0.0,1.0,0.15,0.625,0.85,0.9,0.9,0.05,0.5,0.65,0.725,0.825,0.15,0.625,0.85,0.9,0.9,0.05,0.5,0.65,0.725,0.825
medium,0.3806,0.8344,0.7875,0.1312,0.025,0.85,0.8344,0.7812,0.6,0.025,0.6,0.025,1.0,0.275,0.75,0.95,1.0,1.0,0.05,0.65,0.95,1.0,1.0,0.275,0.75,0.95,1.0,1.0,0.05,0.675,0.95,1.0,1.0
